,domain,phylum,class,order,family,genus,species
ASV_3965,NA,NA,NA,NA,NA,NA,NA
ASV_3966,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
ASV_3967,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_3968,Bacteria,NA,NA,NA,NA,NA,NA
ASV_3969,NA,NA,NA,NA,NA,NA,NA
ASV_3970,NA,NA,NA,NA,NA,NA,NA
ASV_3971,NA,NA,NA,NA,NA,NA,NA
ASV_3972,NA,NA,NA,NA,NA,NA,NA
ASV_3973,Bacteria,PAUC34f,NA,NA,NA,NA,NA
ASV_3974,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV_3975,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA
ASV_3976,Bacteria,NA,NA,NA,NA,NA,NA
ASV_3977,NA,NA,NA,NA,NA,NA,NA
ASV_3978,NA,NA,NA,NA,NA,NA,NA
ASV_3979,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,NA,NA,NA
ASV_3980,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_3981,NA,NA,NA,NA,NA,NA,NA
ASV_3982,NA,NA,NA,NA,NA,NA,NA
ASV_3983,NA,NA,NA,NA,NA,NA,NA
ASV_3984,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_3985,NA,NA,NA,NA,NA,NA,NA
ASV_3986,NA,NA,NA,NA,NA,NA,NA
ASV_3987,NA,NA,NA,NA,NA,NA,NA
ASV_3988,NA,NA,NA,NA,NA,NA,NA
ASV_3989,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
ASV_3990,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_3991,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax,NA
ASV_3992,Bacteria,Actinobacteriota,NA,NA,NA,NA,NA
ASV_3993,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_3994,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_3995,NA,NA,NA,NA,NA,NA,NA
ASV_3996,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_3997,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_3998,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_3999,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4000,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
ASV_4001,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4002,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4003,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_4004,Bacteria,Proteobacteria,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Emcibacter,NA
ASV_4005,NA,NA,NA,NA,NA,NA,NA
ASV_4006,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4007,NA,NA,NA,NA,NA,NA,NA
ASV_4008,NA,NA,NA,NA,NA,NA,NA
ASV_4009,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,NA
ASV_4010,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4011,NA,NA,NA,NA,NA,NA,NA
ASV_4012,NA,NA,NA,NA,NA,NA,NA
ASV_4013,NA,NA,NA,NA,NA,NA,NA
ASV_4014,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
ASV_4015,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4016,Bacteria,Planctomycetota,BD7-11,NA,NA,NA,NA
ASV_4017,NA,NA,NA,NA,NA,NA,NA
ASV_4018,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4019,NA,NA,NA,NA,NA,NA,NA
ASV_4020,NA,NA,NA,NA,NA,NA,NA
ASV_4021,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV_4022,NA,NA,NA,NA,NA,NA,NA
ASV_4023,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Aliikangiella,NA
ASV_4024,NA,NA,NA,NA,NA,NA,NA
ASV_4025,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,HTCC5015,NA
ASV_4026,NA,NA,NA,NA,NA,NA,NA
ASV_4027,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fabibacter,NA
ASV_4028,NA,NA,NA,NA,NA,NA,NA
ASV_4029,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,NA
ASV_4030,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,NA,NA,NA
ASV_4031,NA,NA,NA,NA,NA,NA,NA
ASV_4032,NA,NA,NA,NA,NA,NA,NA
ASV_4033,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Marinicaulis,NA
ASV_4034,NA,NA,NA,NA,NA,NA,NA
ASV_4035,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4036,NA,NA,NA,NA,NA,NA,NA
ASV_4037,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_4038,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,NA
ASV_4039,NA,NA,NA,NA,NA,NA,NA
ASV_4040,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
ASV_4041,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,NA
ASV_4042,NA,NA,NA,NA,NA,NA,NA
ASV_4043,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,NA
ASV_4044,NA,NA,NA,NA,NA,NA,NA
ASV_4045,NA,NA,NA,NA,NA,NA,NA
ASV_4046,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,NA
ASV_4047,NA,NA,NA,NA,NA,NA,NA
ASV_4048,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family_4,Candidatus Berkiella,NA
ASV_4049,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4050,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,NA,NA,NA
ASV_4051,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,NA,NA
ASV_4052,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,NA,NA
ASV_4053,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
ASV_4054,NA,NA,NA,NA,NA,NA,NA
ASV_4055,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_4056,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula,NA
ASV_4057,NA,NA,NA,NA,NA,NA,NA
ASV_4058,NA,NA,NA,NA,NA,NA,NA
ASV_4059,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4060,NA,NA,NA,NA,NA,NA,NA
ASV_4061,NA,NA,NA,NA,NA,NA,NA
ASV_4062,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group,NA
ASV_4063,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,NA,NA
ASV_4064,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV_4065,Bacteria,Proteobacteria,Alphaproteobacteria,AT-s3-44,NA,NA,NA
ASV_4066,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4067,NA,NA,NA,NA,NA,NA,NA
ASV_4068,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,NA
ASV_4069,Bacteria,Verrucomicrobiota,Lentisphaeria,NA,NA,NA,NA
ASV_4070,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4071,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA
ASV_4072,NA,NA,NA,NA,NA,NA,NA
ASV_4073,NA,NA,NA,NA,NA,NA,NA
ASV_4074,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4075,NA,NA,NA,NA,NA,NA,NA
ASV_4076,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
ASV_4077,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4078,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1 clade,NA,NA
ASV_4079,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_4080,NA,NA,NA,NA,NA,NA,NA
ASV_4081,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
ASV_4082,NA,NA,NA,NA,NA,NA,NA
ASV_4083,NA,NA,NA,NA,NA,NA,NA
ASV_4084,NA,NA,NA,NA,NA,NA,NA
ASV_4085,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4086,NA,NA,NA,NA,NA,NA,NA
ASV_4087,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7 marine group,NA,NA
ASV_4088,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4089,NA,NA,NA,NA,NA,NA,NA
ASV_4090,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4091,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,Bernardetia,NA
ASV_4092,NA,NA,NA,NA,NA,NA,NA
ASV_4093,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,NA
ASV_4094,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,NA
ASV_4095,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,NA,NA,NA
ASV_4096,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4097,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4098,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA
ASV_4099,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_4100,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NA
ASV_4101,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASV_4102,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
ASV_4103,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,NA
ASV_4104,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4105,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Kiloniella,NA
ASV_4106,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,NA
ASV_4107,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ASV_4108,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4109,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,NA
ASV_4110,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4111,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4112,NA,NA,NA,NA,NA,NA,NA
ASV_4113,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_4114,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,NA
ASV_4115,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4116,NA,NA,NA,NA,NA,NA,NA
ASV_4117,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,NA
ASV_4118,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,NA
ASV_4119,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oleispira,NA
ASV_4120,NA,NA,NA,NA,NA,NA,NA
ASV_4121,NA,NA,NA,NA,NA,NA,NA
ASV_4122,NA,NA,NA,NA,NA,NA,NA
ASV_4123,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4124,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4125,NA,NA,NA,NA,NA,NA,NA
ASV_4126,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia,NA
ASV_4127,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA
ASV_4128,NA,NA,NA,NA,NA,NA,NA
ASV_4129,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4130,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,NA,NA,NA
ASV_4131,NA,NA,NA,NA,NA,NA,NA
ASV_4132,NA,NA,NA,NA,NA,NA,NA
ASV_4133,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_4134,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4135,NA,NA,NA,NA,NA,NA,NA
ASV_4136,NA,NA,NA,NA,NA,NA,NA
ASV_4137,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_4138,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4139,NA,NA,NA,NA,NA,NA,NA
ASV_4140,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_4141,NA,NA,NA,NA,NA,NA,NA
ASV_4142,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4143,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV_4144,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_4145,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_4146,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4147,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4148,NA,NA,NA,NA,NA,NA,NA
ASV_4149,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV_4150,NA,NA,NA,NA,NA,NA,NA
ASV_4151,NA,NA,NA,NA,NA,NA,NA
ASV_4152,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4153,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,NA
ASV_4154,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4155,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4156,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
ASV_4157,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_4158,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_4159,Bacteria,Proteobacteria,Gammaproteobacteria,CHAB-XI-27,NA,NA,NA
ASV_4160,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4161,NA,NA,NA,NA,NA,NA,NA
ASV_4162,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peregrinibacteria,NA,NA,NA
ASV_4163,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_4164,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV_4165,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Arctic95B-14,NA,NA
ASV_4166,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NA
ASV_4167,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,NA
ASV_4168,NA,NA,NA,NA,NA,NA,NA
ASV_4169,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA,NA
ASV_4170,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA
ASV_4171,NA,NA,NA,NA,NA,NA,NA
ASV_4172,NA,NA,NA,NA,NA,NA,NA
ASV_4173,NA,NA,NA,NA,NA,NA,NA
ASV_4174,NA,NA,NA,NA,NA,NA,NA
ASV_4175,NA,NA,NA,NA,NA,NA,NA
ASV_4176,NA,NA,NA,NA,NA,NA,NA
ASV_4177,NA,NA,NA,NA,NA,NA,NA
ASV_4178,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,NA,NA,NA,NA
ASV_4179,NA,NA,NA,NA,NA,NA,NA
ASV_4180,NA,NA,NA,NA,NA,NA,NA
ASV_4181,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,NA
ASV_4182,NA,NA,NA,NA,NA,NA,NA
ASV_4183,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_4184,NA,NA,NA,NA,NA,NA,NA
ASV_4185,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,NA,NA,NA
ASV_4186,NA,NA,NA,NA,NA,NA,NA
ASV_4187,NA,NA,NA,NA,NA,NA,NA
ASV_4188,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4189,Bacteria,Verrucomicrobiota,Lentisphaeria,NA,NA,NA,NA
ASV_4190,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4191,NA,NA,NA,NA,NA,NA,NA
ASV_4192,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV_4193,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV_4194,NA,NA,NA,NA,NA,NA,NA
ASV_4195,NA,NA,NA,NA,NA,NA,NA
ASV_4196,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4197,NA,NA,NA,NA,NA,NA,NA
ASV_4198,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,NA
ASV_4199,NA,NA,NA,NA,NA,NA,NA
ASV_4200,NA,NA,NA,NA,NA,NA,NA
ASV_4201,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4202,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4203,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_4204,NA,NA,NA,NA,NA,NA,NA
ASV_4205,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_4206,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_4207,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,NA
ASV_4208,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4209,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4210,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia-Loktanella,NA
ASV_4211,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum,NA
ASV_4212,NA,NA,NA,NA,NA,NA,NA
ASV_4213,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,NA
ASV_4214,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_4215,NA,NA,NA,NA,NA,NA,NA
ASV_4216,NA,NA,NA,NA,NA,NA,NA
ASV_4217,NA,NA,NA,NA,NA,NA,NA
ASV_4218,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family_4,Marinicella,NA
ASV_4219,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,NA
ASV_4220,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4221,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Pelagibius,NA
ASV_4222,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,NA,NA,NA
ASV_4223,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_4224,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
ASV_4225,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_4226,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,NA
ASV_4227,NA,NA,NA,NA,NA,NA,NA
ASV_4228,NA,NA,NA,NA,NA,NA,NA
ASV_4229,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4230,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,NA,NA,NA
ASV_4231,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_4232,NA,NA,NA,NA,NA,NA,NA
ASV_4233,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,NA
ASV_4234,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_4235,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,NA,NA,NA
ASV_4236,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_4237,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_4238,NA,NA,NA,NA,NA,NA,NA
ASV_4239,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,NA,NA,NA
ASV_4240,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,NA
ASV_4241,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,NA
ASV_4242,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_4243,NA,NA,NA,NA,NA,NA,NA
ASV_4244,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Aestuariicella,NA
ASV_4245,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4246,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,NA,NA,NA
ASV_4247,NA,NA,NA,NA,NA,NA,NA
ASV_4248,NA,NA,NA,NA,NA,NA,NA
ASV_4249,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4250,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4251,NA,NA,NA,NA,NA,NA,NA
ASV_4252,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4253,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,NA
ASV_4254,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_4255,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV_4256,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4257,NA,NA,NA,NA,NA,NA,NA
ASV_4258,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
ASV_4259,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_4260,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4261,NA,NA,NA,NA,NA,NA,NA
ASV_4262,NA,NA,NA,NA,NA,NA,NA
ASV_4263,NA,NA,NA,NA,NA,NA,NA
ASV_4264,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
ASV_4265,NA,NA,NA,NA,NA,NA,NA
ASV_4266,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga,NA
ASV_4267,NA,NA,NA,NA,NA,NA,NA
ASV_4268,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_4269,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_4270,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4271,NA,NA,NA,NA,NA,NA,NA
ASV_4272,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
ASV_4273,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4274,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea,NA
ASV_4275,NA,NA,NA,NA,NA,NA,NA
ASV_4276,NA,NA,NA,NA,NA,NA,NA
ASV_4277,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_4278,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,NA
ASV_4279,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4280,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA
ASV_4281,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4282,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4283,NA,NA,NA,NA,NA,NA,NA
ASV_4284,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_4285,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4286,NA,NA,NA,NA,NA,NA,NA
ASV_4287,NA,NA,NA,NA,NA,NA,NA
ASV_4288,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
